dates,event_name,gender,match_type,winner,overs,season,team_type,team1,team2,result,method,stage
2016-02-13,Plunket Shield,male,MDM,NA,NA,2015/16,club,Canterbury,Central Stags,draw,NA,NA
2016-02-20,Plunket Shield,male,MDM,NA,NA,2015/16,club,Auckland Aces,Otago Volts,draw,NA,NA
2016-02-20,Plunket Shield,male,MDM,Canterbury,NA,2015/16,club,Northern Districts,Canterbury,NA,NA,NA
2016-02-20,Plunket Shield,male,MDM,Central Stags,NA,2015/16,club,Central Stags,Wellington Firebirds,NA,NA,NA
2016-03-08,Plunket Shield,male,MDM,Wellington Firebirds,NA,2015/16,club,Northern Districts,Wellington Firebirds,NA,NA,NA
2016-03-08,Plunket Shield,male,MDM,Canterbury,NA,2015/16,club,Otago Volts,Canterbury,NA,NA,NA
2016-03-08,Plunket Shield,male,MDM,Auckland Aces,NA,2015/16,club,Auckland Aces,Central Stags,NA,NA,NA
2016-03-15,Plunket Shield,male,MDM,Northern Districts,NA,2015/16,club,Northern Districts,Central Stags,NA,NA,NA
2016-03-15,Plunket Shield,male,MDM,Wellington Firebirds,NA,2015/16,club,Wellington Firebirds,Canterbury,NA,NA,NA
2016-03-15,Plunket Shield,male,MDM,Auckland Aces,NA,2015/16,club,Auckland Aces,Otago Volts,NA,NA,NA
2016-03-23,Plunket Shield,male,MDM,NA,NA,2015/16,club,Auckland Aces,Wellington Firebirds,draw,NA,NA
2016-03-23,Plunket Shield,male,MDM,NA,NA,2015/16,club,Northern Districts,Canterbury,draw,NA,NA
2016-03-23,Plunket Shield,male,MDM,NA,NA,2015/16,club,Central Stags,Otago Volts,draw,NA,NA
2016-03-30,Plunket Shield,male,MDM,NA,NA,2015/16,club,Otago Volts,Northern Districts,draw,NA,NA
2016-03-30,Plunket Shield,male,MDM,Central Stags,NA,2015/16,club,Auckland Aces,Central Stags,NA,NA,NA
2015-11-22,Bangladesh Premier League,male,T20,Dhaka Dynamites,20,2015/16,club,Comilla Victorians,Dhaka Dynamites,NA,NA,NA
2015-11-23,Bangladesh Premier League,male,T20,Barisal Bulls,20,2015/16,club,Barisal Bulls,Rangpur Riders,NA,NA,NA
2015-11-24,Bangladesh Premier League,male,T20,Comilla Victorians,20,2015/16,club,Chittagong Vikings,Comilla Victorians,NA,NA,NA
2015-11-24,Bangladesh Premier League,male,T20,Barisal Bulls,20,2015/16,club,Barisal Bulls,Sylhet Super Stars,NA,NA,NA
2015-11-25,Bangladesh Premier League,male,T20,Rangpur Riders,20,2015/16,club,Rangpur Riders,Dhaka Dynamites,NA,NA,NA
2015-11-25,Bangladesh Premier League,male,T20,Comilla Victorians,20,2015/16,club,Barisal Bulls,Comilla Victorians,NA,NA,NA
2015-11-26,Bangladesh Premier League,male,T20,Rangpur Riders,20,2015/16,club,Rangpur Riders,Sylhet Super Stars,NA,NA,NA
2015-11-26,Bangladesh Premier League,male,T20,Dhaka Dynamites,20,2015/16,club,Chittagong Vikings,Dhaka Dynamites,NA,NA,NA
2015-11-27,Bangladesh Premier League,male,T20,Comilla Victorians,20,2015/16,club,Rangpur Riders,Comilla Victorians,NA,NA,NA
2015-11-27,Bangladesh Premier League,male,T20,Dhaka Dynamites,20,2015/16,club,Dhaka Dynamites,Sylhet Super Stars,NA,NA,NA
2015-11-30,Bangladesh Premier League,male,T20,Barisal Bulls,20,2015/16,club,Barisal Bulls,Chittagong Vikings,NA,NA,NA
2015-11-30,Bangladesh Premier League,male,T20,Sylhet Super Stars,20,2015/16,club,Comilla Victorians,Sylhet Super Stars,NA,NA,NA
2015-12-01,Bangladesh Premier League,male,T20,Rangpur Riders,20,2015/16,club,Chittagong Vikings,Rangpur Riders,NA,NA,NA
2015-12-01,Bangladesh Premier League,male,T20,Barisal Bulls,20,2015/16,club,Dhaka Dynamites,Barisal Bulls,NA,NA,NA
2015-12-02,Bangladesh Premier League,male,T20,Comilla Victorians,20,2015/16,club,Comilla Victorians,Dhaka Dynamites,NA,NA,NA
2015-12-02,Bangladesh Premier League,male,T20,Chittagong Vikings,20,2015/16,club,Sylhet Super Stars,Chittagong Vikings,NA,NA,NA
2015-12-03,Bangladesh Premier League,male,T20,Barisal Bulls,20,2015/16,club,Rangpur Riders,Barisal Bulls,NA,D/L,NA
2015-12-06,Bangladesh Premier League,male,T20,Sylhet Super Stars,20,2015/16,club,Barisal Bulls,Sylhet Super Stars,NA,NA,NA
2015-12-06,Bangladesh Premier League,male,T20,Rangpur Riders,20,2015/16,club,Dhaka Dynamites,Rangpur Riders,NA,NA,NA
2015-12-07,Bangladesh Premier League,male,T20,Comilla Victorians,20,2015/16,club,Barisal Bulls,Comilla Victorians,NA,NA,NA
2015-12-07,Bangladesh Premier League,male,T20,Rangpur Riders,20,2015/16,club,Sylhet Super Stars,Rangpur Riders,NA,NA,NA
2015-12-08,Bangladesh Premier League,male,T20,Dhaka Dynamites,20,2015/16,club,Dhaka Dynamites,Chittagong Vikings,NA,NA,NA
2015-12-08,Bangladesh Premier League,male,T20,Rangpur Riders,20,2015/16,club,Rangpur Riders,Comilla Victorians,NA,NA,NA
2015-12-09,Bangladesh Premier League,male,T20,Sylhet Super Stars,20,2015/16,club,Dhaka Dynamites,Sylhet Super Stars,NA,NA,NA
2015-12-09,Bangladesh Premier League,male,T20,Barisal Bulls,20,2015/16,club,Chittagong Vikings,Barisal Bulls,NA,NA,NA
2015-12-10,Bangladesh Premier League,male,T20,Comilla Victorians,20,2015/16,club,Comilla Victorians,Sylhet Super Stars,NA,NA,NA
2015-12-10,Bangladesh Premier League,male,T20,Barisal Bulls,20,2015/16,club,Dhaka Dynamites,Barisal Bulls,NA,NA,NA
2015-12-12,Bangladesh Premier League,male,T20,Comilla Victorians,20,2015/16,club,Comilla Victorians,Rangpur Riders,NA,NA,Qualifier 1
2015-12-12,Bangladesh Premier League,male,T20,Barisal Bulls,20,2015/16,club,Barisal Bulls,Dhaka Dynamites,NA,NA,Eliminator
2015-12-13,Bangladesh Premier League,male,T20,Barisal Bulls,20,2015/16,club,Rangpur Riders,Barisal Bulls,NA,NA,Qualifier 2
2015-12-15,Bangladesh Premier League,male,T20,Comilla Victorians,20,2015/16,club,Barisal Bulls,Comilla Victorians,NA,NA,Final
2016-04-10,Specsavers County Championship,male,MDM,NA,NA,2016,club,Durham,Somerset,draw,NA,NA
2016-04-10,Specsavers County Championship,male,MDM,Nottinghamshire,NA,2016,club,Nottinghamshire,Surrey,NA,NA,NA
2016-04-10,Specsavers County Championship,male,MDM,NA,NA,2016,club,Hampshire,Warwickshire,draw,NA,NA
2016-04-17,Specsavers County Championship,male,MDM,NA,NA,2016,club,Yorkshire,Hampshire,draw,NA,NA
2016-04-17,Specsavers County Championship,male,MDM,Lancashire,NA,2016,club,Nottinghamshire,Lancashire,NA,NA,NA
2016-04-17,Specsavers County Championship,male,MDM,NA,NA,2016,club,Middlesex,Warwickshire,draw,NA,NA
2016-04-24,Specsavers County Championship,male,MDM,NA,NA,2016,club,Middlesex,Durham,draw,NA,NA
2016-04-24,Specsavers County Championship,male,MDM,NA,NA,2016,club,Surrey,Somerset,draw,NA,NA
2016-04-24,Specsavers County Championship,male,MDM,NA,NA,2016,club,Yorkshire,Warwickshire,draw,NA,NA
2016-05-01,Specsavers County Championship,male,MDM,NA,NA,2016,club,Surrey,Durham,draw,NA,NA
2016-05-01,Specsavers County Championship,male,MDM,NA,NA,2016,club,Lancashire,Somerset,draw,NA,NA
2016-05-01,Specsavers County Championship,male,MDM,NA,NA,2016,club,Hampshire,Middlesex,draw,NA,NA
2016-05-01,Specsavers County Championship,male,MDM,NA,NA,2016,club,Nottinghamshire,Yorkshire,draw,NA,NA
2016-05-08,Specsavers County Championship,male,MDM,Lancashire,NA,2016,club,Hampshire,Lancashire,NA,NA,NA
2016-05-08,Specsavers County Championship,male,MDM,NA,NA,2016,club,Nottinghamshire,Middlesex,draw,NA,NA
2016-05-08,Specsavers County Championship,male,MDM,NA,NA,2016,club,Somerset,Warwickshire,draw,NA,NA
2016-05-08,Specsavers County Championship,male,MDM,Yorkshire,NA,2016,club,Surrey,Yorkshire,NA,NA,NA
2016-05-15,Specsavers County Championship,male,MDM,Durham,NA,2016,club,Durham,Lancashire,NA,NA,NA
2016-05-15,Specsavers County Championship,male,MDM,NA,NA,2016,club,Middlesex,Surrey,draw,NA,NA
2016-05-15,Specsavers County Championship,male,MDM,Warwickshire,NA,2016,club,Warwickshire,Nottinghamshire,NA,NA,NA
2016-05-15,Specsavers County Championship,male,MDM,NA,NA,2016,club,Somerset,Yorkshire,draw,NA,NA
2016-05-22,Specsavers County Championship,male,MDM,Durham,NA,2016,club,Warwickshire,Durham,NA,NA,NA
2016-05-22,Specsavers County Championship,male,MDM,Hampshire,NA,2016,club,Hampshire,Nottinghamshire,NA,NA,NA
2016-05-22,Specsavers County Championship,male,MDM,NA,NA,2016,club,Somerset,Middlesex,draw,NA,NA
2016-05-22,Specsavers County Championship,male,MDM,Lancashire,NA,2016,club,Surrey,Lancashire,NA,NA,NA
2016-05-28,Specsavers County Championship,male,MDM,NA,NA,2016,club,Nottinghamshire,Durham,draw,NA,NA
2016-05-28,Specsavers County Championship,male,MDM,Somerset,NA,2016,club,Surrey,Somerset,NA,NA,NA
2016-05-29,Specsavers County Championship,male,MDM,Middlesex,NA,2016,club,Middlesex,Hampshire,NA,NA,NA
2016-05-29,Specsavers County Championship,male,MDM,Yorkshire,NA,2016,club,Yorkshire,Lancashire,NA,NA,NA
2016-06-19,Specsavers County Championship,male,MDM,Surrey,NA,2016,club,Surrey,Nottinghamshire,NA,NA,NA
2016-06-20,Specsavers County Championship,male,MDM,NA,NA,2016,club,Lancashire,Warwickshire,draw,NA,NA
2016-06-20,Specsavers County Championship,male,MDM,NA,NA,2016,club,Durham,Yorkshire,draw,NA,NA
2016-06-26,Specsavers County Championship,male,MDM,NA,NA,2016,club,Lancashire,Middlesex,draw,NA,NA
2016-06-26,Specsavers County Championship,male,MDM,NA,NA,2016,club,Nottinghamshire,Warwickshire,draw,NA,NA
2016-06-26,Specsavers County Championship,male,MDM,NA,NA,2016,club,Hampshire,Somerset,draw,NA,NA
2016-07-02,Specsavers County Championship,male,MDM,Warwickshire,NA,2016,club,Surrey,Warwickshire,NA,NA,NA
2016-07-03,Specsavers County Championship,male,MDM,NA,NA,2016,club,Hampshire,Durham,draw,NA,NA
2016-07-03,Specsavers County Championship,male,MDM,NA,NA,2016,club,Lancashire,Nottinghamshire,draw,NA,NA
2016-07-03,Specsavers County Championship,male,MDM,Middlesex,NA,2016,club,Yorkshire,Middlesex,NA,NA,NA
2016-07-10,Specsavers County Championship,male,MDM,NA,NA,2016,club,Hampshire,Warwickshire,draw,NA,NA
2016-07-10,Specsavers County Championship,male,MDM,Middlesex,NA,2016,club,Somerset,Middlesex,NA,NA,NA
2016-07-11,Specsavers County Championship,male,MDM,NA,NA,2016,club,Surrey,Yorkshire,draw,NA,NA
2016-07-16,Specsavers County Championship,male,MDM,Durham,NA,2016,club,Lancashire,Durham,NA,NA,NA
2016-07-17,Specsavers County Championship,male,MDM,Somerset,NA,2016,club,Nottinghamshire,Somerset,NA,NA,NA
2016-07-17,Specsavers County Championship,male,MDM,Surrey,NA,2016,club,Surrey,Hampshire,NA,NA,NA
2016-08-04,Specsavers County Championship,male,MDM,Somerset,NA,2016,club,Somerset,Durham,NA,NA,NA
2016-08-04,Specsavers County Championship,male,MDM,NA,NA,2016,club,Hampshire,Lancashire,draw,NA,NA
2016-08-04,Specsavers County Championship,male,MDM,NA,NA,2016,club,Surrey,Middlesex,draw,NA,NA
2016-08-04,Specsavers County Championship,male,MDM,Yorkshire,NA,2016,club,Yorkshire,Warwickshire,NA,NA,NA
2016-08-13,Specsavers County Championship,male,MDM,Middlesex,NA,2016,club,Durham,Middlesex,NA,NA,NA
2016-08-13,Specsavers County Championship,male,MDM,Hampshire,NA,2016,club,Hampshire,Nottinghamshire,NA,NA,NA
2016-08-13,Specsavers County Championship,male,MDM,Surrey,NA,2016,club,Surrey,Warwickshire,NA,NA,NA
2016-08-13,Specsavers County Championship,male,MDM,NA,NA,2016,club,Lancashire,Yorkshire,draw,NA,NA
2016-08-23,Specsavers County Championship,male,MDM,NA,NA,2016,club,Hampshire,Somerset,draw,NA,NA
2016-08-23,Specsavers County Championship,male,MDM,Surrey,NA,2016,club,Lancashire,Surrey,NA,NA,NA
2016-08-23,Specsavers County Championship,male,MDM,Yorkshire,NA,2016,club,Yorkshire,Nottinghamshire,NA,NA,NA
2016-08-23,Specsavers County Championship,male,MDM,NA,NA,2016,club,Durham,Warwickshire,draw,NA,NA
2016-08-31,Specsavers County Championship,male,MDM,NA,NA,2016,club,Middlesex,Warwickshire,draw,NA,NA
2016-08-31,Specsavers County Championship,male,MDM,NA,NA,2016,club,Durham,Nottinghamshire,draw,NA,NA
2016-08-31,Specsavers County Championship,male,MDM,NA,NA,2016,club,Somerset,Lancashire,draw,NA,NA
2016-08-31,Specsavers County Championship,male,MDM,NA,NA,2016,club,Yorkshire,Hampshire,draw,NA,NA
2016-09-06,Specsavers County Championship,male,MDM,Yorkshire,NA,2016,club,Yorkshire,Durham,NA,NA,NA
2016-09-06,Specsavers County Championship,male,MDM,NA,NA,2016,club,Surrey,Hampshire,draw,NA,NA
2016-09-06,Specsavers County Championship,male,MDM,Middlesex,NA,2016,club,Nottinghamshire,Middlesex,NA,NA,NA
2016-09-06,Specsavers County Championship,male,MDM,Somerset,NA,2016,club,Somerset,Warwickshire,NA,NA,NA
2016-09-12,Specsavers County Championship,male,MDM,NA,NA,2016,club,Middlesex,Lancashire,draw,NA,NA
2016-09-12,Specsavers County Championship,male,MDM,Somerset,NA,2016,club,Yorkshire,Somerset,NA,NA,NA
2016-09-12,Specsavers County Championship,male,MDM,Durham,NA,2016,club,Durham,Surrey,NA,NA,NA
2016-09-20,Specsavers County Championship,male,MDM,Warwickshire,NA,2016,club,Warwickshire,Lancashire,NA,NA,NA
2016-09-20,Specsavers County Championship,male,MDM,Somerset,NA,2016,club,Somerset,Nottinghamshire,NA,NA,NA
2016-09-20,Specsavers County Championship,male,MDM,Middlesex,NA,2016,club,Middlesex,Yorkshire,NA,NA,NA
2016-04-10,Specsavers County Championship,male,MDM,Essex,NA,2016,club,Gloucestershire,Essex,NA,NA,NA
2016-04-17,Specsavers County Championship,male,MDM,NA,NA,2016,club,Derbyshire,Gloucestershire,draw,NA,NA
2016-04-17,Specsavers County Championship,male,MDM,NA,NA,2016,club,Sussex,Essex,draw,NA,NA
2016-04-17,Specsavers County Championship,male,MDM,Leicestershire,NA,2016,club,Glamorgan,Leicestershire,NA,NA,NA
2016-04-24,Specsavers County Championship,male,MDM,NA,NA,2016,club,Glamorgan,Derbyshire,draw,NA,NA
2016-04-24,Specsavers County Championship,male,MDM,NA,NA,2016,club,Kent,Leicestershire,draw,NA,NA
2016-04-24,Specsavers County Championship,male,MDM,Essex,NA,2016,club,Essex,Northamptonshire,NA,NA,NA
2016-04-24,Specsavers County Championship,male,MDM,NA,NA,2016,club,Gloucestershire,Worcestershire,draw,NA,NA
2016-05-01,Specsavers County Championship,male,MDM,NA,NA,2016,club,Derbyshire,Northamptonshire,draw,NA,NA
2016-05-01,Specsavers County Championship,male,MDM,NA,NA,2016,club,Essex,Worcestershire,draw,NA,NA
2016-05-01,Specsavers County Championship,male,MDM,Kent,NA,2016,club,Glamorgan,Kent,NA,NA,NA
2016-05-01,Specsavers County Championship,male,MDM,NA,NA,2016,club,Sussex,Leicestershire,draw,NA,NA
2016-05-08,Specsavers County Championship,male,MDM,NA,NA,2016,club,Gloucestershire,Kent,draw,NA,NA
2016-05-08,Specsavers County Championship,male,MDM,NA,NA,2016,club,Leicestershire,Northamptonshire,draw,NA,NA
2016-05-08,Specsavers County Championship,male,MDM,NA,NA,2016,club,Derbyshire,Sussex,draw,NA,NA
2016-05-08,Specsavers County Championship,male,MDM,NA,NA,2016,club,Worcestershire,Glamorgan,draw,NA,NA
2016-05-15,Specsavers County Championship,male,MDM,NA,NA,2016,club,Essex,Derbyshire,draw,NA,NA
2016-05-15,Specsavers County Championship,male,MDM,NA,NA,2016,club,Kent,Northamptonshire,draw,NA,NA
2016-05-15,Specsavers County Championship,male,MDM,NA,NA,2016,club,Worcestershire,Sussex,draw,NA,NA
2016-05-22,Specsavers County Championship,male,MDM,NA,NA,2016,club,Glamorgan,Essex,draw,NA,NA
2016-05-22,Specsavers County Championship,male,MDM,Kent,NA,2016,club,Derbyshire,Kent,NA,NA,NA
2016-05-22,Specsavers County Championship,male,MDM,NA,NA,2016,club,Northamptonshire,Gloucestershire,draw,NA,NA
2016-05-22,Specsavers County Championship,male,MDM,Worcestershire,NA,2016,club,Leicestershire,Worcestershire,NA,NA,NA
2016-05-28,Specsavers County Championship,male,MDM,Sussex,NA,2016,club,Derbyshire,Sussex,NA,NA,NA
2016-05-28,Specsavers County Championship,male,MDM,NA,NA,2016,club,Northamptonshire,Essex,draw,NA,NA
2016-05-29,Specsavers County Championship,male,MDM,Gloucestershire,NA,2016,club,Worcestershire,Gloucestershire,NA,NA,NA
2016-05-29,Specsavers County Championship,male,MDM,NA,NA,2016,club,Leicestershire,Kent,draw,NA,NA
2016-06-19,Specsavers County Championship,male,MDM,NA,NA,2016,club,Glamorgan,Kent,draw,NA,NA
2016-06-19,Specsavers County Championship,male,MDM,Leicestershire,NA,2016,club,Essex,Leicestershire,NA,NA,NA
2016-06-20,Specsavers County Championship,male,MDM,NA,NA,2016,club,Derbyshire,Worcestershire,draw,NA,NA
2016-06-22,Specsavers County Championship,male,MDM,NA,NA,2016,club,Sussex,Northamptonshire,draw,NA,NA
2016-06-26,Specsavers County Championship,male,MDM,NA,NA,2016,club,Kent,Derbyshire,draw,NA,NA
2016-06-27,Specsavers County Championship,male,MDM,NA,NA,2016,club,Leicestershire,Gloucestershire,draw,NA,NA
2016-07-02,Specsavers County Championship,male,MDM,NA,NA,2016,club,Glamorgan,Sussex,draw,NA,NA
2016-07-03,Specsavers County Championship,male,MDM,Essex,NA,2016,club,Kent,Essex,NA,NA,NA
2016-07-03,Specsavers County Championship,male,MDM,Worcestershire,NA,2016,club,Leicestershire,Worcestershire,NA,NA,NA
2016-07-10,Specsavers County Championship,male,MDM,Worcestershire,NA,2016,club,Worcestershire,Northamptonshire,NA,NA,NA
2016-07-17,Specsavers County Championship,male,MDM,Glamorgan,NA,2016,club,Glamorgan,Derbyshire,NA,NA,NA
2016-07-17,Specsavers County Championship,male,MDM,NA,NA,2016,club,Kent,Sussex,draw,NA,NA
2016-07-20,Specsavers County Championship,male,MDM,Leicestershire,NA,2016,club,Gloucestershire,Leicestershire,NA,NA,NA
2016-08-03,Specsavers County Championship,male,MDM,Kent,NA,2016,club,Worcestershire,Kent,NA,NA,NA
2016-08-04,Specsavers County Championship,male,MDM,NA,NA,2016,club,Leicestershire,Derbyshire,draw,NA,NA
2016-08-13,Specsavers County Championship,male,MDM,Essex,NA,2016,club,Essex,Derbyshire,NA,NA,NA
2016-08-13,Specsavers County Championship,male,MDM,Glamorgan,NA,2016,club,Worcestershire,Glamorgan,NA,NA,NA
2016-08-13,Specsavers County Championship,male,MDM,Sussex,NA,2016,club,Gloucestershire,Sussex,NA,NA,NA
2016-08-13,Specsavers County Championship,male,MDM,NA,NA,2016,club,Leicestershire,Northamptonshire,draw,NA,NA
2016-08-23,Specsavers County Championship,male,MDM,Essex,NA,2016,club,Leicestershire,Essex,NA,NA,NA
2016-08-23,Specsavers County Championship,male,MDM,Kent,NA,2016,club,Gloucestershire,Kent,NA,NA,NA
2016-08-23,Specsavers County Championship,male,MDM,Worcestershire,NA,2016,club,Northamptonshire,Worcestershire,NA,NA,NA
2016-08-23,Specsavers County Championship,male,MDM,Sussex,NA,2016,club,Glamorgan,Sussex,NA,NA,NA
2016-08-31,Specsavers County Championship,male,MDM,Northamptonshire,NA,2016,club,Northamptonshire,Glamorgan,NA,NA,NA
2016-08-31,Specsavers County Championship,male,MDM,NA,NA,2016,club,Derbyshire,Gloucestershire,draw,NA,NA
2016-08-31,Specsavers County Championship,male,MDM,Kent,NA,2016,club,Sussex,Kent,NA,NA,NA
2016-08-31,Specsavers County Championship,male,MDM,Essex,NA,2016,club,Worcestershire,Essex,NA,NA,NA
2016-09-06,Specsavers County Championship,male,MDM,Gloucestershire,NA,2016,club,Glamorgan,Gloucestershire,NA,NA,NA
2016-09-06,Specsavers County Championship,male,MDM,Northamptonshire,NA,2016,club,Kent,Northamptonshire,NA,NA,NA
2016-09-06,Specsavers County Championship,male,MDM,Sussex,NA,2016,club,Leicestershire,Sussex,NA,NA,NA
2016-09-12,Specsavers County Championship,male,MDM,Glamorgan,NA,2016,club,Glamorgan,Essex,NA,NA,NA
2016-09-12,Specsavers County Championship,male,MDM,Northamptonshire,NA,2016,club,Northamptonshire,Gloucestershire,NA,NA,NA
2016-09-12,Specsavers County Championship,male,MDM,NA,NA,2016,club,Derbyshire,Leicestershire,draw,NA,NA
2016-09-12,Specsavers County Championship,male,MDM,Worcestershire,NA,2016,club,Worcestershire,Sussex,NA,NA,NA
2016-09-20,Specsavers County Championship,male,MDM,NA,NA,2016,club,Kent,Essex,draw,NA,NA
2016-09-20,Specsavers County Championship,male,MDM,NA,NA,2016,club,Gloucestershire,Sussex,draw,NA,NA
2016-05-20,NatWest T20 Blast,male,T20,Warwickshire,20,2016,club,Nottinghamshire,Warwickshire,NA,NA,NA
2016-05-20,NatWest T20 Blast,male,T20,Worcestershire,20,2016,club,Worcestershire,Durham,NA,NA,NA
2016-05-20,NatWest T20 Blast,male,T20,Northamptonshire,20,2016,club,Leicestershire,Northamptonshire,NA,D/L,NA
2016-05-20,NatWest T20 Blast,male,T20,Kent,20,2016,club,Kent,Somerset,NA,NA,NA
2016-05-20,NatWest T20 Blast,male,T20,Surrey,20,2016,club,Essex,Surrey,NA,NA,NA
2016-05-20,NatWest T20 Blast,male,T20,Sussex,20,2016,club,Gloucestershire,Sussex,NA,D/L,NA
2016-05-21,NatWest T20 Blast,male,T20,Derbyshire,20,2016,club,Lancashire,Derbyshire,NA,NA,NA
2016-05-26,NatWest T20 Blast,male,T20,Glamorgan,20,2016,club,Surrey,Glamorgan,NA,NA,NA
2016-05-27,NatWest T20 Blast,male,T20,Middlesex,20,2016,club,Middlesex,Hampshire,NA,NA,NA
2016-05-27,NatWest T20 Blast,male,T20,Northamptonshire,20,2016,club,Northamptonshire,Derbyshire,NA,NA,NA
2016-05-27,NatWest T20 Blast,male,T20,Durham,20,2016,club,Lancashire,Durham,NA,NA,NA
2016-05-27,NatWest T20 Blast,male,T20,Leicestershire,20,2016,club,Yorkshire,Leicestershire,NA,NA,NA
2016-05-27,NatWest T20 Blast,male,T20,Worcestershire,20,2016,club,Warwickshire,Worcestershire,NA,NA,NA
2016-06-01,NatWest T20 Blast,male,T20,Essex,20,2016,club,Glamorgan,Essex,NA,NA,NA
2016-06-01,NatWest T20 Blast,male,T20,Durham,20,2016,club,Durham,Nottinghamshire,NA,NA,NA
2016-06-01,NatWest T20 Blast,male,T20,Sussex,20,2016,club,Sussex,Somerset,NA,NA,NA
2016-06-02,NatWest T20 Blast,male,T20,Gloucestershire,20,2016,club,Middlesex,Gloucestershire,NA,NA,NA
2016-06-02,NatWest T20 Blast,male,T20,Hampshire,20,2016,club,Hampshire,Kent,NA,NA,NA
2016-06-02,NatWest T20 Blast,male,T20,Worcestershire,20,2016,club,Worcestershire,Yorkshire,NA,NA,NA
2016-06-03,NatWest T20 Blast,male,T20,Warwickshire,20,2016,club,Warwickshire,Durham,NA,NA,NA
2016-06-03,NatWest T20 Blast,male,T20,Somerset,20,2016,club,Somerset,Essex,NA,NA,NA
2016-06-03,NatWest T20 Blast,male,T20,Gloucestershire,20,2016,club,Kent,Gloucestershire,NA,NA,NA
2016-06-03,NatWest T20 Blast,male,T20,Glamorgan,20,2016,club,Glamorgan,Hampshire,NA,NA,NA
2016-06-03,NatWest T20 Blast,male,T20,Derbyshire,20,2016,club,Derbyshire,Leicestershire,NA,NA,NA
2016-06-03,NatWest T20 Blast,male,T20,Surrey,20,2016,club,Sussex,Surrey,NA,NA,NA
2016-06-03,NatWest T20 Blast,male,T20,Northamptonshire,20,2016,club,Northamptonshire,Worcestershire,NA,NA,NA
2016-06-03,NatWest T20 Blast,male,T20,Lancashire,20,2016,club,Lancashire,Yorkshire,NA,NA,NA
2016-06-04,NatWest T20 Blast,male,T20,Leicestershire,20,2016,club,Leicestershire,Durham,NA,NA,NA
2016-06-04,NatWest T20 Blast,male,T20,Nottinghamshire,20,2016,club,Nottinghamshire,Lancashire,NA,NA,NA
2016-06-08,NatWest T20 Blast,male,T20,Kent,20,2016,club,Kent,Hampshire,NA,NA,NA
2016-06-10,NatWest T20 Blast,male,T20,Glamorgan,20,2016,club,Gloucestershire,Glamorgan,NA,NA,NA
2016-06-10,NatWest T20 Blast,male,T20,Sussex,20,2016,club,Sussex,Kent,NA,NA,NA
2016-06-10,NatWest T20 Blast,male,T20,Lancashire,20,2016,club,Lancashire,Leicestershire,NA,D/L,NA
2016-06-10,NatWest T20 Blast,male,T20,Middlesex,20,2016,club,Essex,Middlesex,NA,NA,NA
2016-06-10,NatWest T20 Blast,male,T20,Worcestershire,20,2016,club,Worcestershire,Northamptonshire,NA,NA,NA
2016-06-10,NatWest T20 Blast,male,T20,Somerset,20,2016,club,Somerset,Surrey,NA,NA,NA
