dates,event_name,gender,match_type,winner,overs,season,team_type,team1,team2,result,method,stage
2020-11-04,Women's Big Bash League,female,T20,Sydney Sixers,20,2020/21,club,Sydney Sixers,Brisbane Heat,NA,NA,NA
2020-11-07,Women's Big Bash League,female,T20,Melbourne Renegades,20,2020/21,club,Melbourne Renegades,Sydney Thunder,NA,NA,NA
2020-11-07,Women's Big Bash League,female,T20,Sydney Sixers,20,2020/21,club,Sydney Sixers,Hobart Hurricanes,NA,NA,NA
2020-11-07,Women's Big Bash League,female,T20,Melbourne Stars,20,2020/21,club,Perth Scorchers,Melbourne Stars,NA,NA,NA
2020-11-08,Women's Big Bash League,female,T20,Sydney Thunder,20,2020/21,club,Sydney Thunder,Hobart Hurricanes,NA,NA,NA
2020-11-08,Women's Big Bash League,female,T20,Adelaide Strikers,20,2020/21,club,Adelaide Strikers,Melbourne Renegades,NA,NA,NA
2020-11-08,Women's Big Bash League,female,T20,Melbourne Stars,20,2020/21,club,Melbourne Stars,Brisbane Heat,NA,NA,NA
2020-11-08,Women's Big Bash League,female,T20,Perth Scorchers,20,2020/21,club,Perth Scorchers,Sydney Sixers,NA,NA,NA
2020-11-10,Women's Big Bash League,female,T20,Melbourne Stars,20,2020/21,club,Adelaide Strikers,Melbourne Stars,NA,NA,NA
2020-11-10,Women's Big Bash League,female,T20,Hobart Hurricanes,20,2020/21,club,Hobart Hurricanes,Melbourne Renegades,NA,NA,NA
2020-11-11,Women's Big Bash League,female,T20,Perth Scorchers,20,2020/21,club,Sydney Sixers,Perth Scorchers,NA,NA,NA
2020-11-11,Women's Big Bash League,female,T20,Brisbane Heat,20,2020/21,club,Sydney Thunder,Brisbane Heat,NA,NA,NA
2020-11-14,Women's Big Bash League,female,T20,Perth Scorchers,20,2020/21,club,Melbourne Renegades,Perth Scorchers,NA,NA,NA
2020-11-14,Women's Big Bash League,female,T20,Brisbane Heat,20,2020/21,club,Brisbane Heat,Adelaide Strikers,NA,NA,NA
2020-11-14,Women's Big Bash League,female,T20,Hobart Hurricanes,20,2020/21,club,Sydney Sixers,Hobart Hurricanes,NA,NA,NA
2020-11-14,Women's Big Bash League,female,T20,Melbourne Stars,20,2020/21,club,Sydney Thunder,Melbourne Stars,NA,NA,NA
2020-11-15,Women's Big Bash League,female,T20,Adelaide Strikers,20,2020/21,club,Adelaide Strikers,Sydney Sixers,NA,NA,NA
2020-11-15,Women's Big Bash League,female,T20,Brisbane Heat,20,2020/21,club,Hobart Hurricanes,Brisbane Heat,NA,NA,NA
2020-11-15,Women's Big Bash League,female,T20,Perth Scorchers,20,2020/21,club,Perth Scorchers,Sydney Thunder,NA,NA,NA
2020-11-15,Women's Big Bash League,female,T20,NA,20,2020/21,club,Melbourne Stars,Melbourne Renegades,tie,NA,NA
2020-11-17,Women's Big Bash League,female,T20,Adelaide Strikers,20,2020/21,club,Adelaide Strikers,Hobart Hurricanes,NA,NA,NA
2020-11-17,Women's Big Bash League,female,T20,Brisbane Heat,20,2020/21,club,Sydney Sixers,Brisbane Heat,NA,NA,NA
2020-11-17,Women's Big Bash League,female,T20,Melbourne Stars,20,2020/21,club,Melbourne Stars,Perth Scorchers,NA,NA,NA
2020-11-17,Women's Big Bash League,female,T20,Sydney Thunder,20,2020/21,club,Melbourne Renegades,Sydney Thunder,NA,NA,NA
2020-11-18,Women's Big Bash League,female,T20,Brisbane Heat,20,2020/21,club,Perth Scorchers,Brisbane Heat,NA,NA,NA
2020-11-18,Women's Big Bash League,female,T20,Melbourne Renegades,20,2020/21,club,Adelaide Strikers,Melbourne Renegades,NA,NA,NA
2020-11-18,Women's Big Bash League,female,T20,Melbourne Stars,20,2020/21,club,Melbourne Stars,Hobart Hurricanes,NA,NA,NA
2020-11-18,Women's Big Bash League,female,T20,Sydney Sixers,20,2020/21,club,Sydney Sixers,Sydney Thunder,NA,NA,NA
2020-11-21,Women's Big Bash League,female,T20,Brisbane Heat,20,2020/21,club,Melbourne Stars,Brisbane Heat,NA,NA,NA
2020-11-21,Women's Big Bash League,female,T20,Sydney Thunder,20,2020/21,club,Adelaide Strikers,Sydney Thunder,NA,NA,NA
2020-11-21,Women's Big Bash League,female,T20,Perth Scorchers,20,2020/21,club,Hobart Hurricanes,Perth Scorchers,NA,NA,NA
2020-11-21,Women's Big Bash League,female,T20,Melbourne Renegades,20,2020/21,club,Sydney Sixers,Melbourne Renegades,NA,NA,NA
2020-11-22,Women's Big Bash League,female,T20,Sydney Thunder,20,2020/21,club,Hobart Hurricanes,Sydney Thunder,NA,NA,NA
2020-11-22,Women's Big Bash League,female,T20,Adelaide Strikers,20,2020/21,club,Adelaide Strikers,Perth Scorchers,NA,NA,NA
2020-11-22,Women's Big Bash League,female,T20,Sydney Sixers,20,2020/21,club,Melbourne Stars,Sydney Sixers,NA,NA,NA
2020-11-22,Women's Big Bash League,female,T20,Brisbane Heat,20,2020/21,club,Brisbane Heat,Melbourne Renegades,NA,D/L,NA
2020-11-25,Women's Big Bash League,female,T20,Melbourne Stars,20,2020/21,club,Perth Scorchers,Melbourne Stars,NA,NA,Semi Final
2020-11-26,Women's Big Bash League,female,T20,Sydney Thunder,20,2020/21,club,Sydney Thunder,Brisbane Heat,NA,NA,Semi Final
2020-11-29,Women's Big Bash League,female,T20,Sydney Thunder,20,2020/21,club,Melbourne Stars,Sydney Thunder,NA,NA,Final
2020-08-20,Cricket Ireland Inter-Provincial Twenty20 Trophy,male,T20,Northern Knights,20,2020,club,North-West Warriors,Northern Knights,NA,D/L,NA
2020-08-20,Cricket Ireland Inter-Provincial Twenty20 Trophy,male,T20,Leinster Lightning,20,2020,club,Munster Reds,Leinster Lightning,NA,NA,NA
2020-08-27,Cricket Ireland Inter-Provincial Twenty20 Trophy,male,T20,Leinster Lightning,20,2020,club,Leinster Lightning,North-West Warriors,NA,D/L,NA
2020-09-01,Cricket Ireland Inter-Provincial Twenty20 Trophy,male,T20,Northern Knights,20,2020,club,North-West Warriors,Northern Knights,NA,NA,NA
2020-09-01,Cricket Ireland Inter-Provincial Twenty20 Trophy,male,T20,Leinster Lightning,20,2020,club,Munster Reds,Leinster Lightning,NA,NA,NA
2020-09-03,Cricket Ireland Inter-Provincial Twenty20 Trophy,male,T20,Leinster Lightning,20,2020,club,Northern Knights,Leinster Lightning,NA,NA,NA
2020-08-01,Bob Willis Trophy,male,MDM,Worcestershire,NA,2020,club,Gloucestershire,Worcestershire,NA,NA,NA
2020-08-01,Bob Willis Trophy,male,MDM,Somerset,NA,2020,club,Somerset,Glamorgan,NA,NA,NA
2020-08-01,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Northamptonshire,Warwickshire,draw,NA,NA
2020-08-01,Bob Willis Trophy,male,MDM,Derbyshire,NA,2020,club,Nottinghamshire,Derbyshire,NA,NA,NA
2020-08-01,Bob Willis Trophy,male,MDM,Yorkshire,NA,2020,club,Durham,Yorkshire,NA,NA,NA
2020-08-01,Bob Willis Trophy,male,MDM,Leicestershire,NA,2020,club,Lancashire,Leicestershire,NA,NA,NA
2020-08-01,Bob Willis Trophy,male,MDM,Essex,NA,2020,club,Kent,Essex,NA,NA,NA
2020-08-01,Bob Willis Trophy,male,MDM,Middlesex,NA,2020,club,Middlesex,Surrey,NA,NA,NA
2020-08-01,Bob Willis Trophy,male,MDM,Sussex,NA,2020,club,Sussex,Hampshire,NA,NA,NA
2020-08-08,Bob Willis Trophy,male,MDM,Gloucestershire,NA,2020,club,Gloucestershire,Warwickshire,NA,NA,NA
2020-08-08,Bob Willis Trophy,male,MDM,Somerset,NA,2020,club,Somerset,Northamptonshire,NA,NA,NA
2020-08-08,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Worcestershire,Glamorgan,draw,NA,NA
2020-08-08,Bob Willis Trophy,male,MDM,Lancashire,NA,2020,club,Durham,Lancashire,NA,NA,NA
2020-08-08,Bob Willis Trophy,male,MDM,Derbyshire,NA,2020,club,Leicestershire,Derbyshire,NA,NA,NA
2020-08-08,Bob Willis Trophy,male,MDM,Yorkshire,NA,2020,club,Yorkshire,Nottinghamshire,NA,NA,NA
2020-08-08,Bob Willis Trophy,male,MDM,Essex,NA,2020,club,Essex,Surrey,NA,NA,NA
2020-08-08,Bob Willis Trophy,male,MDM,Kent,NA,2020,club,Sussex,Kent,NA,NA,NA
2020-08-08,Bob Willis Trophy,male,MDM,Hampshire,NA,2020,club,Middlesex,Hampshire,NA,NA,NA
2020-08-15,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Glamorgan,Gloucestershire,draw,NA,NA
2020-08-15,Bob Willis Trophy,male,MDM,Worcestershire,NA,2020,club,Worcestershire,Northamptonshire,NA,NA,NA
2020-08-15,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Warwickshire,Somerset,draw,NA,NA
2020-08-15,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Durham,Leicestershire,draw,NA,NA
2020-08-15,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Nottinghamshire,Lancashire,draw,NA,NA
2020-08-15,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Yorkshire,Derbyshire,draw,NA,NA
2020-08-15,Bob Willis Trophy,male,MDM,Hampshire,NA,2020,club,Surrey,Hampshire,NA,NA,NA
2020-08-15,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Middlesex,Kent,draw,NA,NA
2020-08-15,Bob Willis Trophy,male,MDM,Essex,NA,2020,club,Sussex,Essex,NA,NA,NA
2020-08-22,Bob Willis Trophy,male,MDM,Northamptonshire,NA,2020,club,Glamorgan,Northamptonshire,NA,NA,NA
2020-08-22,Bob Willis Trophy,male,MDM,Somerset,NA,2020,club,Somerset,Gloucestershire,NA,NA,NA
2020-08-22,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Warwickshire,Worcestershire,draw,NA,NA
2020-08-22,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Durham,Derbyshire,draw,NA,NA
2020-08-22,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Leicestershire,Nottinghamshire,draw,NA,NA
2020-08-22,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Yorkshire,Lancashire,draw,NA,NA
2020-08-22,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Essex,Hampshire,draw,NA,NA
2020-08-22,Bob Willis Trophy,male,MDM,Middlesex,NA,2020,club,Sussex,Middlesex,NA,NA,NA
2020-08-22,Bob Willis Trophy,male,MDM,Kent,NA,2020,club,Kent,Surrey,NA,NA,NA
2020-09-06,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Warwickshire,Glamorgan,draw,NA,NA
2020-09-06,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Gloucestershire,Northamptonshire,draw,NA,NA
2020-09-06,Bob Willis Trophy,male,MDM,Somerset,NA,2020,club,Somerset,Worcestershire,NA,NA,NA
2020-09-06,Bob Willis Trophy,male,MDM,Lancashire,NA,2020,club,Lancashire,Derbyshire,NA,NA,NA
2020-09-06,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Durham,Nottinghamshire,draw,NA,NA
2020-09-06,Bob Willis Trophy,male,MDM,Yorkshire,NA,2020,club,Leicestershire,Yorkshire,NA,NA,NA
2020-09-06,Bob Willis Trophy,male,MDM,Essex,NA,2020,club,Middlesex,Essex,NA,NA,NA
2020-09-06,Bob Willis Trophy,male,MDM,Kent,NA,2020,club,Hampshire,Kent,NA,NA,NA
2020-09-06,Bob Willis Trophy,male,MDM,Surrey,NA,2020,club,Sussex,Surrey,NA,NA,NA
2020-08-18,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,Guyana Amazon Warriors,Trinbago Knight Riders,NA,NA,NA
2020-08-18,Caribbean Premier League,male,T20,Barbados Tridents,20,2020,club,Barbados Tridents,St Kitts and Nevis Patriots,NA,NA,NA
2020-08-19,Caribbean Premier League,male,T20,Jamaica Tallawahs,20,2020,club,St Lucia Zouks,Jamaica Tallawahs,NA,NA,NA
2020-08-19,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2020,club,St Kitts and Nevis Patriots,Guyana Amazon Warriors,NA,NA,NA
2020-08-20,Caribbean Premier League,male,T20,St Lucia Zouks,20,2020,club,Barbados Tridents,St Lucia Zouks,NA,D/L,NA
2020-08-20,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,Jamaica Tallawahs,Trinbago Knight Riders,NA,NA,NA
2020-08-22,Caribbean Premier League,male,T20,St Lucia Zouks,20,2020,club,St Lucia Zouks,St Kitts and Nevis Patriots,NA,NA,NA
2020-08-22,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2020,club,Guyana Amazon Warriors,Jamaica Tallawahs,NA,NA,NA
2020-08-23,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,Trinbago Knight Riders,Barbados Tridents,NA,NA,NA
2020-08-23,Caribbean Premier League,male,T20,St Lucia Zouks,20,2020,club,St Lucia Zouks,Guyana Amazon Warriors,NA,NA,NA
2020-08-25,Caribbean Premier League,male,T20,St Kitts and Nevis Patriots,20,2020,club,Barbados Tridents,St Kitts and Nevis Patriots,NA,NA,NA
2020-08-25,Caribbean Premier League,male,T20,Jamaica Tallawahs,20,2020,club,Guyana Amazon Warriors,Jamaica Tallawahs,NA,NA,NA
2020-08-26,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,St Lucia Zouks,Trinbago Knight Riders,NA,D/L,NA
2020-08-26,Caribbean Premier League,male,T20,Barbados Tridents,20,2020,club,Barbados Tridents,Jamaica Tallawahs,NA,NA,NA
2020-08-27,Caribbean Premier League,male,T20,St Lucia Zouks,20,2020,club,St Kitts and Nevis Patriots,St Lucia Zouks,NA,NA,NA
2020-08-27,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,Guyana Amazon Warriors,Trinbago Knight Riders,NA,NA,NA
2020-08-29,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,Barbados Tridents,Trinbago Knight Riders,NA,NA,NA
2020-08-29,Caribbean Premier League,male,T20,Jamaica Tallawahs,20,2020,club,Jamaica Tallawahs,St Kitts and Nevis Patriots,NA,NA,NA
2020-08-30,Caribbean Premier League,male,T20,St Lucia Zouks,20,2020,club,St Lucia Zouks,Barbados Tridents,NA,NA,NA
2020-08-30,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2020,club,St Kitts and Nevis Patriots,Guyana Amazon Warriors,NA,NA,NA
2020-09-01,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,Trinbago Knight Riders,Jamaica Tallawahs,NA,NA,NA
2020-09-01,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2020,club,Barbados Tridents,Guyana Amazon Warriors,NA,NA,NA
2020-09-02,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,Trinbago Knight Riders,St Kitts and Nevis Patriots,NA,NA,NA
2020-09-02,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2020,club,St Lucia Zouks,Guyana Amazon Warriors,NA,NA,NA
2020-09-03,Caribbean Premier League,male,T20,NA,20,2020,club,St Kitts and Nevis Patriots,Jamaica Tallawahs,no result,NA,NA
2020-09-03,Caribbean Premier League,male,T20,Guyana Amazon Warriors,20,2020,club,Barbados Tridents,Guyana Amazon Warriors,NA,NA,NA
2020-09-05,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,Trinbago Knight Riders,St Lucia Zouks,NA,NA,NA
2020-09-05,Caribbean Premier League,male,T20,Barbados Tridents,20,2020,club,Jamaica Tallawahs,Barbados Tridents,NA,NA,NA
2020-09-06,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,St Kitts and Nevis Patriots,Trinbago Knight Riders,NA,NA,NA
2020-09-06,Caribbean Premier League,male,T20,St Lucia Zouks,20,2020,club,St Lucia Zouks,Jamaica Tallawahs,NA,NA,NA
2020-09-08,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,Jamaica Tallawahs,Trinbago Knight Riders,NA,NA,Semi Final
2020-09-08,Caribbean Premier League,male,T20,St Lucia Zouks,20,2020,club,Guyana Amazon Warriors,St Lucia Zouks,NA,NA,Semi Final
2020-09-10,Caribbean Premier League,male,T20,Trinbago Knight Riders,20,2020,club,St Lucia Zouks,Trinbago Knight Riders,NA,NA,Final
2020-08-29,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2020,club,Sunrisers,Southern Vipers,NA,NA,NA
2020-08-29,Rachael Heyhoe Flint Trophy,female,ODM,Western Storm,50,2020,club,South East Stars,Western Storm,NA,NA,NA
2020-08-31,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2020,club,Southern Vipers,Western Storm,NA,NA,NA
2020-08-31,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,50,2020,club,South East Stars,Sunrisers,NA,NA,NA
2020-08-31,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,50,2020,club,Thunder,Central Sparks,NA,NA,NA
2020-08-31,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,50,2020,club,Northern Diamonds,Lightning,NA,NA,NA
2020-09-05,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,50,2020,club,Thunder,Central Sparks,NA,NA,NA
2020-09-05,Rachael Heyhoe Flint Trophy,female,ODM,Western Storm,50,2020,club,Western Storm,Sunrisers,NA,NA,NA
2020-09-05,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,50,2020,club,Lightning,Northern Diamonds,NA,NA,NA
2020-09-05,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2020,club,Southern Vipers,South East Stars,NA,NA,NA
2020-09-10,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,50,2020,club,Northern Diamonds,Thunder,NA,NA,NA
2020-09-11,Rachael Heyhoe Flint Trophy,female,ODM,Western Storm,50,2020,club,South East Stars,Western Storm,NA,NA,NA
2020-09-11,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2020,club,Southern Vipers,Sunrisers,NA,NA,NA
2020-09-11,Rachael Heyhoe Flint Trophy,female,ODM,Lightning,50,2020,club,Lightning,Central Sparks,NA,NA,NA
2020-09-13,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2020,club,Southern Vipers,Western Storm,NA,NA,NA
2020-09-13,Rachael Heyhoe Flint Trophy,female,ODM,South East Stars,50,2020,club,Sunrisers,South East Stars,NA,NA,NA
2020-09-13,Rachael Heyhoe Flint Trophy,female,ODM,Thunder,50,2020,club,Thunder,Lightning,NA,NA,NA
2020-09-13,Rachael Heyhoe Flint Trophy,female,ODM,Central Sparks,50,2020,club,Northern Diamonds,Central Sparks,NA,NA,NA
2020-09-19,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2020,club,South East Stars,Southern Vipers,NA,NA,NA
2020-09-19,Rachael Heyhoe Flint Trophy,female,ODM,Northern Diamonds,50,2020,club,Thunder,Northern Diamonds,NA,NA,NA
2020-09-19,Rachael Heyhoe Flint Trophy,female,ODM,Lightning,50,2020,club,Lightning,Central Sparks,NA,NA,NA
2020-09-19,Rachael Heyhoe Flint Trophy,female,ODM,Western Storm,50,2020,club,Western Storm,Sunrisers,NA,NA,NA
2020-09-27,Rachael Heyhoe Flint Trophy,female,ODM,Southern Vipers,50,2020,club,Southern Vipers,Northern Diamonds,NA,NA,Final
2020-10-01,Vitality Blast,male,T20,Surrey,20,2020,club,Surrey,Kent,NA,NA,Quarter Final
2020-10-01,Vitality Blast,male,T20,Lancashire,20,2020,club,Lancashire,Sussex,NA,NA,Quarter Final
2020-10-03,Vitality Blast,male,T20,Surrey,20,2020,club,Gloucestershire,Surrey,NA,NA,Semi Final
2020-10-04,Vitality Blast,male,T20,Nottinghamshire,20,2020,club,Lancashire,Nottinghamshire,NA,NA,Semi Final
2020-10-04,Vitality Blast,male,T20,Nottinghamshire,20,2020,club,Surrey,Nottinghamshire,NA,NA,Final
2020-09-23,Bob Willis Trophy,male,MDM,NA,NA,2020,club,Somerset,Essex,draw,NA,Final
2020-11-17,Pakistan Super League,male,T20,Karachi Kings,20,2020/21,club,Lahore Qalandars,Karachi Kings,NA,NA,Final
2020-10-10,Sheffield Shield,male,MDM,Western Australia,NA,2020/21,club,Western Australia,South Australia,NA,NA,NA
2020-10-10,Sheffield Shield,male,MDM,Queensland,NA,2020/21,club,Tasmania,Queensland,NA,NA,NA
2020-10-19,Sheffield Shield,male,MDM,NA,NA,2020/21,club,South Australia,Tasmania,draw,NA,NA
2020-10-19,Sheffield Shield,male,MDM,NA,NA,2020/21,club,New South Wales,Western Australia,draw,NA,NA
2020-10-30,Sheffield Shield,male,MDM,New South Wales,NA,2020/21,club,Queensland,New South Wales,NA,NA,NA
2020-10-30,Sheffield Shield,male,MDM,NA,NA,2020/21,club,Western Australia,Tasmania,draw,NA,NA
2020-10-30,Sheffield Shield,male,MDM,NA,NA,2020/21,club,South Australia,Victoria,draw,NA,NA
2020-11-08,Sheffield Shield,male,MDM,New South Wales,NA,2020/21,club,New South Wales,Tasmania,NA,NA,NA
2020-11-08,Sheffield Shield,male,MDM,Queensland,NA,2020/21,club,Queensland,South Australia,NA,NA,NA
2020-12-24,Super Smash,male,T20,Wellington,20,2020/21,club,Auckland,Wellington,NA,NA,NA
2020-12-27,Super Smash,male,T20,Wellington,20,2020/21,club,Wellington,Central Districts,NA,NA,NA
2020-12-28,Super Smash,male,T20,Otago,20,2020/21,club,Otago,Auckland,NA,NA,NA
2020-12-29,Super Smash,male,T20,Canterbury,20,2020/21,club,Canterbury,Otago,NA,NA,NA
2020-12-30,Super Smash,male,T20,Central Districts,20,2020/21,club,Central Districts,Northern Districts,NA,NA,NA
2020-12-31,Super Smash,male,T20,Central Districts,20,2020/21,club,Central Districts,Auckland,NA,NA,NA
2021-01-01,Super Smash,male,T20,Wellington,20,2020/21,club,Northern Districts,Wellington,NA,NA,NA
2021-01-02,Super Smash,male,T20,Otago,20,2020/21,club,Northern Districts,Otago,NA,NA,NA
2021-01-03,Super Smash,male,T20,Canterbury,20,2020/21,club,Auckland,Canterbury,NA,NA,NA
2021-01-04,Super Smash,male,T20,Northern Districts,20,2020/21,club,Central Districts,Northern Districts,NA,NA,NA
2021-01-08,Super Smash,male,T20,Central Districts,20,2020/21,club,Central Districts,Otago,NA,NA,NA
2021-01-09,Super Smash,male,T20,Wellington,20,2020/21,club,Wellington,Northern Districts,NA,NA,NA
2021-01-10,Super Smash,male,T20,Central Districts,20,2020/21,club,Central Districts,Canterbury,NA,NA,NA
2021-01-11,Super Smash,male,T20,Canterbury,20,2020/21,club,Canterbury,Auckland,NA,NA,NA
2021-01-14,Super Smash,male,T20,Wellington,20,2020/21,club,Otago,Wellington,NA,NA,NA
2021-01-15,Super Smash,male,T20,Canterbury,20,2020/21,club,Northern Districts,Canterbury,NA,NA,NA
2021-01-16,Super Smash,male,T20,Canterbury,20,2020/21,club,Wellington,Canterbury,NA,NA,NA
2021-01-17,Super Smash,male,T20,Northern Districts,20,2020/21,club,Auckland,Northern Districts,NA,D/L,NA
2021-01-18,Super Smash,male,T20,Central Districts,20,2020/21,club,Otago,Central Districts,NA,D/L,NA
2021-01-21,Super Smash,male,T20,Northern Districts,20,2020/21,club,Canterbury,Northern Districts,NA,D/L,NA
2021-01-23,Super Smash,male,T20,Auckland,20,2020/21,club,Auckland,Central Districts,NA,NA,NA
2021-01-24,Super Smash,male,T20,Wellington,20,2020/21,club,Otago,Wellington,NA,NA,NA
2021-01-25,Super Smash,male,T20,Wellington,20,2020/21,club,Canterbury,Wellington,NA,NA,NA
2021-01-29,Super Smash,male,T20,Northern Districts,20,2020/21,club,Auckland,Northern Districts,NA,NA,NA
2021-01-30,Super Smash,male,T20,Canterbury,20,2020/21,club,Otago,Canterbury,NA,NA,NA
2021-01-31,Super Smash,male,T20,Wellington,20,2020/21,club,Central Districts,Wellington,NA,NA,NA
2021-02-01,Super Smash,male,T20,Auckland,20,2020/21,club,Auckland,Otago,NA,NA,NA
2021-02-05,Super Smash,male,T20,Central Districts,20,2020/21,club,Central Districts,Canterbury,NA,NA,NA
2021-02-06,Super Smash,male,T20,Northern Districts,20,2020/21,club,Northern Districts,Otago,NA,NA,NA
2021-02-07,Super Smash,male,T20,Wellington,20,2020/21,club,Wellington,Auckland,NA,NA,NA
2021-02-11,Super Smash,male,T20,Canterbury,20,2020/21,club,Central Districts,Canterbury,NA,NA,Preliminary Final
2021-02-13,Super Smash,male,T20,Wellington,20,2020/21,club,Canterbury,Wellington,NA,NA,Final
2020-12-24,New Zealand Cricket Women's Twenty20,female,T20,Wellington,20,2020/21,club,Auckland,Wellington,NA,NA,NA
2020-12-27,New Zealand Cricket Women's Twenty20,female,T20,Wellington,20,2020/21,club,Central Districts,Wellington,NA,NA,NA
2020-12-28,New Zealand Cricket Women's Twenty20,female,T20,Auckland,20,2020/21,club,Auckland,Otago,NA,NA,NA
2020-12-29,New Zealand Cricket Women's Twenty20,female,T20,Canterbury,20,2020/21,club,Otago,Canterbury,NA,NA,NA
2020-12-30,New Zealand Cricket Women's Twenty20,female,T20,Northern Districts,20,2020/21,club,Northern Districts,Central Districts,NA,NA,NA
2020-12-31,New Zealand Cricket Women's Twenty20,female,T20,Auckland,20,2020/21,club,Auckland,Central Districts,NA,NA,NA
2021-01-01,New Zealand Cricket Women's Twenty20,female,T20,Northern Districts,20,2020/21,club,Wellington,Northern Districts,NA,NA,NA
2021-01-02,New Zealand Cricket Women's Twenty20,female,T20,Otago,20,2020/21,club,Northern Districts,Otago,NA,D/L,NA
2021-01-03,New Zealand Cricket Women's Twenty20,female,T20,NA,20,2020/21,club,Canterbury,Auckland,no result,NA,NA
2021-01-04,New Zealand Cricket Women's Twenty20,female,T20,Northern Districts,20,2020/21,club,Central Districts,Northern Districts,NA,NA,NA
2021-01-08,New Zealand Cricket Women's Twenty20,female,T20,Otago,20,2020/21,club,Central Districts,Otago,NA,NA,NA
2021-01-09,New Zealand Cricket Women's Twenty20,female,T20,Wellington,20,2020/21,club,Northern Districts,Wellington,NA,NA,NA
2021-01-10,New Zealand Cricket Women's Twenty20,female,T20,Canterbury,20,2020/21,club,Central Districts,Canterbury,NA,NA,NA
2021-01-11,New Zealand Cricket Women's Twenty20,female,T20,Auckland,20,2020/21,club,Auckland,Canterbury,NA,NA,NA
2021-01-14,New Zealand Cricket Women's Twenty20,female,T20,Wellington,20,2020/21,club,Otago,Wellington,NA,NA,NA
2021-01-15,New Zealand Cricket Women's Twenty20,female,T20,Canterbury,20,2020/21,club,Canterbury,Northern Districts,NA,NA,NA
2021-01-16,New Zealand Cricket Women's Twenty20,female,T20,Wellington,20,2020/21,club,Canterbury,Wellington,NA,NA,NA
2021-01-17,New Zealand Cricket Women's Twenty20,female,T20,Auckland,20,2020/21,club,Northern Districts,Auckland,NA,NA,NA
2021-01-18,New Zealand Cricket Women's Twenty20,female,T20,Central Districts,20,2020/21,club,Central Districts,Otago,NA,D/L,NA
2021-01-21,New Zealand Cricket Women's Twenty20,female,T20,Canterbury,20,2020/21,club,Northern Districts,Canterbury,NA,D/L,NA
2021-01-23,New Zealand Cricket Women's Twenty20,female,T20,Central Districts,20,2020/21,club,Auckland,Central Districts,NA,NA,NA
2021-01-24,New Zealand Cricket Women's Twenty20,female,T20,Wellington,20,2020/21,club,Wellington,Otago,NA,NA,NA
2021-01-25,New Zealand Cricket Women's Twenty20,female,T20,Canterbury,20,2020/21,club,Wellington,Canterbury,NA,NA,NA
2021-01-29,New Zealand Cricket Women's Twenty20,female,T20,Auckland,20,2020/21,club,Northern Districts,Auckland,NA,NA,NA
2021-01-30,New Zealand Cricket Women's Twenty20,female,T20,Canterbury,20,2020/21,club,Canterbury,Otago,NA,NA,NA
